StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,1_1,1_2,1_3,2_1,2_2,2_3,3_1,3_2,3_3,4_1,4_2,4_3,5_1,5_2,5_3,6_1,6_2,6_3,7_1,7_2,7_3,8_1,8_2,8_3,9_1,9_2,9_3,10_1,10_2,10_3,11_1,11_2,11_3,12_1,12_2,12_3
2022-05-26 02:35:46,2022-05-26 02:36:20,IP Address,137.186.144.30,100,34,True,2022-05-26 02:36:21,R_2CxNeifeC0D38Nj,,,,,53.459,-113.5227,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,8,7,9,,,,,,,,,,,,,,,,,,
2022-05-26 02:35:32,2022-05-26 02:36:38,IP Address,118.137.196.228,100,66,True,2022-05-26 02:36:38,R_2395xhXJMf2ldfA,,,,,-6.2114,106.8446,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",10,10,10,,,,10,10,10,10,7,9,10,10,10,,,,,,,,,,,,,10,4,10,7,6,10,10,4,10
2022-05-26 02:43:26,2022-05-26 02:43:43,IP Address,188.6.209.59,100,16,True,2022-05-26 02:43:43,R_oYSSFX25uEZObJL,,,,,46.2031,17.4588,anonymous,EN,Assassin's Creed: Revelations (2011),,,,,,,,,,10,8,10,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 04:08:54,2022-05-26 04:09:16,IP Address,194.83.131.37,100,21,True,2022-05-26 04:09:16,R_243UzM7lEwCG9MJ,,,,,51.3655,-0.1632,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,8,8,10,,,,,,,,,,,,,,,,,,
2022-05-26 04:25:17,2022-05-26 04:25:27,IP Address,203.211.109.234,100,10,True,2022-05-26 04:25:27,R_tGMQ26VzjD2MrS1,,,,,-36.8506,174.7679,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 05:40:48,2022-05-26 05:41:11,IP Address,47.54.194.153,100,22,True,2022-05-26 05:41:11,R_vwZREkJ8TEz9gHL,,,,,46.2629,-63.0142,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,10,8,9,,,,,,,,,,,,,,,,,,
2022-05-26 05:54:17,2022-05-26 05:54:55,IP Address,197.92.139.250,100,37,True,2022-05-26 05:54:55,R_12ljQcIEdgYyVpA,,,,,-34.0486,18.4811,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,10,,,,,,
2022-05-26 06:59:50,2022-05-26 07:01:14,IP Address,86.28.94.176,100,83,True,2022-05-26 07:01:14,R_3KD6yCSjxcdC9Ag,,,,,53.7881,-1.6008,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",9,5,6,10,5,8,8,6,7,,,,,,,10,8,8,,,,7,10,9,7,10,8,10,2,8,1,3,3,,,
2022-05-26 07:53:19,2022-05-26 07:53:37,IP Address,82.207.236.137,100,18,True,2022-05-26 07:53:38,R_3oI0RbSTeyNdYDY,,,,,49.7718,9.9387,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,10,,,
2022-05-26 08:17:09,2022-05-26 08:17:51,IP Address,184.80.181.202,100,41,True,2022-05-26 08:17:51,R_bvLxahwrFFUWV1f,,,,,29.6654,-95.7245,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,6,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 09:06:04,2022-05-26 09:06:22,IP Address,94.14.60.107,100,17,True,2022-05-26 09:06:22,R_1pSypO6XwotQU7D,,,,,51.5033,-0.6894,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 09:24:38,2022-05-26 09:26:42,IP Address,217.102.251.28,100,124,True,2022-05-26 09:26:43,R_1eERzISJWuv8Vtz,,,,,51.4963,3.6184,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",7,6,9,10,9,10,9,9,9,10,10,10,8,9,10,7,7,8,4,6,5,1,2,1,5,7,7,10,10,10,6,3,4,7,7,8
2022-05-26 09:29:12,2022-05-26 09:29:43,IP Address,197.162.127.98,100,30,True,2022-05-26 09:29:43,R_4T43GELY6pFA1DX,,,,,30.008,31.2194,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,10,,,
2022-05-26 10:23:36,2022-05-26 10:23:55,IP Address,74.83.146.138,100,19,True,2022-05-26 10:23:56,R_sAsWcShcjGsEsW5,,,,,39.0545,-84.4761,anonymous,EN,Assassin's Creed II (2009),,,,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 10:26:21,2022-05-26 10:27:54,IP Address,73.178.101.209,100,92,True,2022-05-26 10:27:54,R_3ErTxHbEevwgmbu,,,,,39.9111,-74.1469,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,8,7,9,10,7,9,,,,10,9,10,10,10,10,6,7,7,6,8,8,,,,9,8,10,6,5,7,8,5,8
2022-05-26 10:54:33,2022-05-26 10:54:57,IP Address,2.98.107.41,100,24,True,2022-05-26 10:54:58,R_3FQE8uQ8O0UqTiq,,,,,51.4351,-2.5419,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 11:50:33,2022-05-26 11:50:50,IP Address,46.131.62.243,100,16,True,2022-05-26 11:50:50,R_7X8wcu6cp26TR05,,,,,59.433,24.7323,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,10,10,10,,,,,,,,,,,,,,,,,,
2022-05-26 11:55:46,2022-05-26 11:56:00,IP Address,188.76.115.175,100,14,True,2022-05-26 11:56:00,R_2q4WPDkwUvIGNXl,,,,,40.4163,-3.6934,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,,,,
2022-05-26 12:37:03,2022-05-26 12:37:33,IP Address,68.98.219.253,100,29,True,2022-05-26 12:37:33,R_2xKpjZSKGOn2cy2,,,,,33.508,-112.0995,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,8,9,9,,,,,,,,,,,,,,,,,,
2022-05-26 13:07:30,2022-05-26 13:07:53,IP Address,131.137.245.206,100,23,True,2022-05-26 13:07:53,R_2SwOIMPXKGLOEbf,,,,,43.6319,-79.3716,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,9,10,9,,,,,,,,,,,,,,,,,,
2022-05-26 16:01:59,2022-05-26 16:02:23,IP Address,73.219.122.65,100,23,True,2022-05-26 16:02:23,R_22Fv0LLsHuHT2fO,,,,,41.4939,-73.0517,anonymous,EN,Assassin's Creed II (2009),,,,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 16:07:28,2022-05-26 16:07:43,IP Address,173.72.158.35,100,14,True,2022-05-26 16:07:44,R_1jiH1kzMzq9Wgwg,,,,,39.018,-77.539,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,10,,,,,,
2022-05-26 16:34:58,2022-05-26 16:35:28,IP Address,2.29.0.67,100,29,True,2022-05-26 16:35:28,R_07WFfrHDl7tViGB,,,,,51.4463,-0.1216,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,10,9,10,,,,,,,,,,,,,,,,,,
2022-05-26 21:14:42,2022-05-26 21:38:43,IP Address,174.240.51.210,100,1441,True,2022-05-26 21:38:43,R_1DGvESLMiuRheJl,,,,,28.6344,-81.6221,anonymous,EN,Assassin's Creed: Valhalla (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,9
2022-05-26 22:13:41,2022-05-26 22:16:34,IP Address,187.60.33.218,100,172,True,2022-05-26 22:16:34,R_PUlhGM9TplB1lfz,,,,,-3.717,-38.5287,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017)",10,9,8,7,10,10,7,10,10,8,10,10,9,9,9,10,10,10,5,9,8,5,10,10,9,10,9,1,10,9,,,,,,
2022-05-26 22:22:20,2022-05-26 22:23:17,IP Address,192.145.116.84,100,57,True,2022-05-26 22:23:18,R_2CHVJcCSTsZB3nJ,,,,,38.8218,-77.0531,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013)",7,7,9,10,8,9,10,10,10,8,9,9,6,7,7,8,9,9,,,,,,,,,,,,,,,,,,
2022-05-26 23:17:54,2022-05-26 23:18:26,IP Address,96.43.64.161,100,32,True,2022-05-26 23:18:27,R_3nDlhyaaR1ooqlY,,,,,42.3534,-73.8123,anonymous,EN,Assassin's Creed II (2009),,,,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 23:18:31,2022-05-26 23:21:16,IP Address,96.43.64.161,100,165,True,2022-05-26 23:21:16,R_2VHNAdaRSVKZ2yr,,,,,42.3534,-73.8123,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",8,3,6,10,6,10,8,7,8,9,8,8,8,8,8,10,9,10,4,6,4,4,9,6,6,8,6,8,9,9,3,8,6,4,8,6
2022-05-27 00:29:10,2022-05-27 00:30:57,IP Address,76.77.164.33,100,106,True,2022-05-27 00:30:57,R_1LSBLSOK5kopljb,,,,,36.6912,-82.0186,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 04:21:33,2022-05-27 04:21:47,IP Address,82.13.179.35,100,14,True,2022-05-27 04:21:47,R_1CqGR8Ak6eyPR17,,,,,53.919,-2.0196,anonymous,EN,Assassin's Creed II (2009),,,,10,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 08:44:38,2022-05-27 08:48:30,IP Address,86.31.130.28,100,232,True,2022-05-27 08:48:31,R_1NqN59goIPTkwuZ,,,,,51.4771,-2.5531,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",9,7,10,9,8,10,8,9,8,10,9,10,7,7,7,10,9,10,6,8,7,5,8,7,5,7,7,8,7,8,3,3,3,7,5,7
2022-05-24 13:44:14,2022-05-24 13:44:46,IP Address,24.26.50.44,13,32,False,2022-05-27 13:44:50,R_Zb0NN5uLvBHk0IF,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 13:53:35,2022-05-24 13:54:14,IP Address,108.26.242.177,13,38,False,2022-05-27 13:54:14,R_VKBiFF12Ouk8d6p,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 13:56:23,2022-05-24 13:56:46,IP Address,172.58.25.229,13,22,False,2022-05-27 13:56:49,R_3m821nXoSYkk91V,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 13:57:27,2022-05-24 13:58:00,IP Address,84.64.0.90,13,32,False,2022-05-27 13:58:05,R_D0JOQ6iUSZc6QSJ,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 14:01:40,2022-05-24 14:01:58,IP Address,86.4.252.234,13,18,False,2022-05-27 14:02:04,R_3qe8g7H6NqpRapl,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 14:24:21,2022-05-24 14:24:47,IP Address,195.147.226.66,13,26,False,2022-05-27 14:43:07,R_3EN1BfvHchixraJ,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 14:59:49,2022-05-24 15:00:35,IP Address,64.43.172.141,0,45,False,2022-05-27 15:00:37,R_1qWp5JUO24OwRYP,,,,,,,anonymous,EN,Assassin's Creed II (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:01:39,2022-05-24 15:01:46,IP Address,35.137.161.120,13,6,False,2022-05-27 15:01:48,R_12aQfCNqIeT0wJd,,,,,,,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:35:16,2022-05-24 15:35:37,IP Address,83.7.166.176,13,20,False,2022-05-27 15:35:37,R_RLIo3WTDGVw8qTD,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:40:04,2022-05-24 15:40:26,IP Address,67.141.5.167,13,21,False,2022-05-27 15:40:27,R_2ZCujOoSUKY8x28,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 15:53:33,2022-05-27 15:53:49,IP Address,81.206.102.159,100,16,True,2022-05-27 15:53:50,R_1f7dDOyT9qJoaIG,,,,,53.2145,6.5751,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,8,8,9,,,,,,,,,,,,,,,,,,
2022-05-27 16:50:19,2022-05-27 16:50:40,IP Address,174.89.42.67,100,21,True,2022-05-27 16:50:40,R_2zNFyoeQ1iy5gJp,,,,,43.715,-79.4105,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,
2022-05-24 16:56:50,2022-05-24 16:57:01,IP Address,217.155.47.149,13,10,False,2022-05-27 16:57:04,R_3GfDoLBzKEvdbSN,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 16:58:28,2022-05-24 16:58:50,IP Address,178.74.43.169,13,22,False,2022-05-27 16:58:51,R_3QEhuUu4OPMiNHa,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 18:00:12,2022-05-24 18:00:37,IP Address,38.29.176.74,13,25,False,2022-05-27 18:00:38,R_b14G9hRrEPIynq9,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 19:01:21,2022-05-24 19:01:28,IP Address,84.245.8.209,13,6,False,2022-05-27 19:01:31,R_3ixLenaoGTJyEKU,,,,,,,anonymous,EN,Assassin's Creed II (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 19:27:49,2022-05-27 19:28:06,IP Address,75.136.249.192,100,17,True,2022-05-27 19:28:06,R_3dGIl4RiFp9jd6c,,,,,35.0999,-81.7056,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,9,9,10,,,,,,,,,,,,,,,,,,
2022-05-24 20:21:08,2022-05-24 20:21:31,IP Address,158.174.164.188,13,23,False,2022-05-27 20:21:32,R_yqdpm4Ed97Krwpb,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 21:45:49,2022-05-24 21:45:55,IP Address,74.109.115.147,13,5,False,2022-05-27 21:45:56,R_28S5bvITYyuFmPk,,,,,,,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27 21:43:35,2022-05-27 21:47:04,IP Address,82.132.219.87,100,209,True,2022-05-27 21:47:05,R_3st8GnmWqe48Ilc,,,,,51.4964,-0.1224,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",6,5,8,9,8,10,8,10,10,10,9,9,5,7,6,9,9,10,7,6,7,7,8,8,4,3,4,8,8,9,2,3,2,6,6,7
2022-05-24 21:54:42,2022-05-24 21:54:54,IP Address,72.143.229.144,13,12,False,2022-05-27 21:54:59,R_1EZ0C7D5VZnFr0s,,,,,,,anonymous,EN,Assassin's Creed: Valhalla (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 22:33:17,2022-05-24 22:33:36,IP Address,67.215.146.63,13,19,False,2022-05-27 22:33:42,R_rcJtNbh6y9LqKpX,,,,,,,anonymous,EN,"Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 22:43:27,2022-05-24 22:43:43,IP Address,104.28.76.238,13,16,False,2022-05-27 22:43:47,R_3D56wwJnWak1b0w,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 22:53:35,2022-05-24 22:53:48,IP Address,67.176.224.221,13,12,False,2022-05-27 22:53:56,R_11YMfC12GS0lPdg,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 23:50:57,2022-05-24 23:51:12,IP Address,70.108.16.238,13,14,False,2022-05-27 23:51:21,R_3QPO1AvH5zsnEW6,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 23:56:02,2022-05-24 23:56:23,IP Address,174.202.39.150,13,20,False,2022-05-27 23:56:27,R_1dtORL6WQz4N3ap,,,,,,,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 00:00:08,2022-05-25 00:00:30,IP Address,203.125.117.146,13,22,False,2022-05-28 00:01:00,R_YQhnR10SpZ85GAF,,,,,,,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28 00:57:22,2022-05-28 00:57:30,IP Address,73.32.203.55,100,8,True,2022-05-28 00:57:30,R_2pXBM1dUzyX9N0E,,,,,29.8678,-95.8298,anonymous,EN,Assassin's Creed (2007),10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28 00:57:37,2022-05-28 00:57:44,IP Address,73.32.203.55,100,7,True,2022-05-28 00:57:45,R_2SwVpmmH0KBxJG5,,,,,29.8678,-95.8298,anonymous,EN,Assassin's Creed II (2009),,,,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 01:05:47,2022-05-25 01:06:14,IP Address,174.241.81.50,13,27,False,2022-05-28 01:06:19,R_21Gks1rkDC13Ezx,,,,,,,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
